id,file_name,page_start,page_end,current_section_number,detected_body_heading,mismatch_type,first_40_words_sanitized,contains_group_m,contains_1115,contains_12000,contains_903,contains_907,recommended_action,proposed_section_number,confidence,reviewer_notes
4154,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,116,120,904.13.1,,no_detectable_heading,CHAPTER 9— FIRE PROTECTION AND LIFE SAFETY SYSTEMS SBC 801-CC-2024 486 fire-extinguishing system complying with the following: 1. The automatic fire-extinguishing system shall be of a type recognized for protection of domestic cooking equipment. Preengineered automatic fire-extinguishing systems shall be,,,,1,,split_chunk_candidate,,,
4155,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,116,120,905.3,,no_detectable_heading,"Section 905and NFPA 14 recognize three classes of standpipe systems: Class I, II or III. The type of system required depends on building height, building area, type of occupancy and the extent of automatic sprinkler protection. Section 905also recognizes five",,,,1,,split_chunk_candidate,,,
4158,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,116,120,905.3.2,,no_detectable_heading,Exception 6 provides additional information about what must be considered when determining building height with respect to the level of fire department vehicle access. The first item is a practical one that excludes loading docks of a limited size. The,,,,,,split_chunk_candidate,,,
4159,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,116,120,905.4,,no_detectable_heading,"are not required because of building height, Class I hose connections that are connected to the automatic sprinkler system are still required. Also, to ensure that both the sprinkler system and hose connections will function at an acceptable level, the",,,,1,,split_chunk_candidate,,,
4161,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,121,124,905.3.7,,no_detectable_heading,"CHAPTER 9— FIRE PROTECTION AND LIFE SAFETY SYSTEMS SBC 801-CC-2024 491 event of an emergency, rapid deployment of hand hose lines will be necessary to attack a resulting fire, effectuate rescue and to protect exposures and the remainder of the",,,,,,split_chunk_candidate,,,
4163,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,121,124,1011.12,,no_detectable_heading,Item 3 states that an exit passageway in a building required to have a standpipe system is typically used as an extension of a required exit stairway. This allows use of the exit passageway for fire-fighting staging operations in the,,,,,,split_chunk_candidate,,,
4165,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,121,124,905.4,905.6.1,body_heading_differs_from_section_number,"requirements of Sections 905.4, 905.5 and 905.6. Thus, it is necessary to review and comply with all applicable provisions. 905.6.1 Protection. Risers and laterals of Class III standpipe systems shall be protected as required for Class I systems in accordance",,,,1,,split_chunk_candidate,,,
4167,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,125,131,3316.1,906.1,suspicious_cross_chapter_label,"3.4. Vehicle operators shall be trained in the proper operation, use and inspection of extinguishers. 3.5. Inspections of vehicle-mounted extinguishers shall be performed daily. 2. Within 9 m distance of travel from commercial cooking equipment and from domestic cooking equipment",,,,,,manual_review,,,
4171,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,125,131,906.3,906.3.2,body_heading_child_of_section_number,"❖ Class A fires generally involve materials considered to be “ordinary combustibles,” such as wood, cloth, paper, rubber and most plastics [see commentary, Table 906.3(1)]. 906.3.2 Class B fire hazards. Portable fire extinguishers for occupancies involving flammable or combustible liquids",,,,,,split_chunk_candidate,,,
4172,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,125,131,906.1,,no_detectable_heading,"SBC 801-CC-2024 500 accordance with Sections 906.1, Item 2, 906.4.1 and 906.4.2 as applicable. ❖ The combination of high-efficiency cooking appliances and hotter burning cooking media creates a potentially severe fire hazard. Although commercial cooking systems must have an approved",,,,,,split_chunk_candidate,,,
4173,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,125,131,906.5,,no_detectable_heading,"Class K fire extinguishers do not have letter ratings similar to other types of extinguishers. The capacity of the Class K extinguisher becomes the effective rating. Based on the extinguishing capability of a moderate sized Class K extinguisher, the maximum",,,,,,split_chunk_candidate,,,
4177,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,132,171,907.2,,no_detectable_heading,❖ This section specifies the occupancies or conditions in new buildings or structures that require some form of fire alarm system that is either a manual fire alarm system (manual fire alarm boxes) or an automatic smoke detection system. These,,,,,1,split_chunk_candidate,,,
4178,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,132,171,907.2,,no_detectable_heading,Commentary Figure 907.2 contains the threshold requirements for where a manual fire alarm system or an automatic fire detection system is required based on the occupancy group. It is important to remember that although the requirement for manual pull stations,,,,1,1,do_not_touch,,,
4180,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,132,171,907.5.2,,no_detectable_heading,"❖ In order to afford authorized personnel the ability to selectively evacuate or manage occupant relocation in large assembly venues, this section requires the fire alarm system to operate through an emergency voice/alarm communications system. The exception allows the automatic",,,,,1,split_chunk_candidate,,,
4181,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,132,171,907.5.2,,no_detectable_heading,eliminate the potential for overloading notification circuits when a hearing-impaired person is hired and needs to be accommodated but reduces the initial construction cost as such alarm notification appliances may not be necessary in every situation. 907.5.2.3.2 Groups I-1 and,,,,,1,do_not_touch,,,
4182,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,132,171,1106.2,,no_detectable_heading,"❖ Group R-2 occupancies with a fire alarm system are required to have the capability to support visual alarm notification appliances in accordance with Chapter 11 of ICC A117.1. This requirement has been in the code, and the language is",,,,,1,do_not_touch,,,
4184,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,132,171,907.6.4,907.6.3.1,body_heading_differs_from_section_number,The 2100 m2 limitation noted in Exception 1 relates to the size of a typical fire alarm zone (see Section 907.6.4) and represents a small building. Exception 2 addresses manual fire alarm systems in which the location of initiation may,,,,,1,split_chunk_candidate,,,
4186,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,132,171,907.6.6,907.6.6.3,body_heading_child_of_section_number,❖ Do it yourself (DIY) fire alarm devices and monitor it yourself (MIY) technology practices are currently being used and are expected to increase in use. The fire and life safety concern is that smoke detector/fire alarm systems that currently,,,,,1,split_chunk_candidate,,,
4190,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,151,154,907.2,,no_detectable_heading,❖ Automatic smoke detectors are required in all high-rise buildings in certain locations so that a fire will be detected in its early stages of development. The detectors must be connected to the automatic fire alarm system and be capable,,,,,1,split_chunk_candidate,,,
4192,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,151,154,909.4,,no_detectable_heading,❖ Buildings containing an atrium that connects more than two stories are to be equipped with a fire alarm system that can be used to notify building occupants to begin evacuating in case of a fire. The other critical part,,,,,1,split_chunk_candidate,,,
4195,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,156,165,907.2.22,907.2.22.2,body_heading_child_of_section_number,CHAPTER 9— FIRE PROTECTION AND LIFE SAFETY SYSTEMS SBC 801-CC-2024 526 detector outside each entrance to the interior stairway. Item 5 is specific to providing detection along the entire means of egress path from the observation levels. 907.2.22.2 Other airport,,,,,1,split_chunk_candidate,,,
4196,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,156,165,907.3.1,,no_detectable_heading,"In addition to performing its intended function (for example, closing a door), if a detector is activated, it must also activate either the building alarm devices (if present) or a supervisory signal at a constantly attended location. This requirement recognizes",,,,,1,split_chunk_candidate,,,
4197,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,156,165,1010.2.13,,no_detectable_heading,❖ This section alerts the code user to additional requirements in Sections 1010.2.13 and 1010.2.14 that tie the operation of egress doors into the activation of an automatic fire detection system. A smoke or heat detection system is required to,,,,,1,split_chunk_candidate,,,
4198,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,156,165,907.4.2,907.4.2.1,body_heading_child_of_section_number,❖ This section specifies the requirements for manual fire alarm boxes that are part of a required manual fire alarm system. 907.4.2.1 Location. Manual fire alarm boxes shall be located not more than 1.5 m from the entrance to each,,,,1,1,split_chunk_candidate,,,
4199,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,156,165,907.6.6,907.4.2.5,body_heading_differs_from_section_number,"❖ This section has limited application because, as indicated in Section 907.6.6, fire alarm systems generally must be monitored by an approved supervising station. Where a system is not monitored, such as with a fire alarm system that is not",,,,1,1,split_chunk_candidate,,,
4200,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,156,165,907.3,907.5,body_heading_differs_from_section_number,❖ This section states that automatic heat detection is not required when buildings are fully sprinklered in accordance with NFPA 13 or 13R. The presence of a sprinkler system exempts areas where a heat detector can be installed in place,,,,,1,split_chunk_candidate,,,
4201,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,156,165,907.2.6,,no_detectable_heading,"CHAPTER 9— FIRE PROTECTION AND LIFE SAFETY SYSTEMS SBC 801-CC-2024 531 continuously attended staff location in a Group I-2, Condition 2 suite shall be an acceptable alternative to the installation of audible alarm notification appliances throughout a suite or unit",,,,,1,split_chunk_candidate,,,
4202,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,156,165,907.5.2,,no_detectable_heading,"❖ To attract the attention of building occupants, this section requires that the distinctive audible alarms must be capable of being heard above the ambient noise level in a space. The indicated levels are considered the minimum pressure differential that",,,,,1,do_not_touch,,,
